entry_id,timestamp,slam_x,slam_y,location,detections,hazard_detected,hazard_type,severity,action_plan,needs_annotation,annotation_text,reasoning,yolo_failures,image_path
20260105_143456_000001,2026-01-05T14:35:23.522468+00:00,10.5,-3.2,Unknown - AI Unavailable,person; 0,False,,UNCERTAIN,AI analysis unavailable - manual assessment REQUIRED,True,AI FAILURE,"Gemini API error: 404 models/gemini-pro-vision is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",,mission_20260105_143456_20260105_143456\images\20260105_143456_000001_20260105_143556.jpg
